"","Province","U_R","COICOP","Products","Weights","Date","Index","Source"
"Rural.2832","0","2","12","Miscellaneous goods and serices",420.998228925134,2009-11-01,87.8632199809362,"Rural"
"Rural.2833","0","2","12","Miscellaneous goods and serices",420.998228925134,2009-12-01,86.7552847224334,"Rural"
"Rural.2834","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-01-01,85.1025245539458,"Rural"
"Rural.2835","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-02-01,85.226396561813,"Rural"
"Rural.2836","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-03-01,85.0199602931281,"Rural"
"Rural.2837","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-04-01,84.1835935108613,"Rural"
"Rural.2838","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-05-01,84.2581227816623,"Rural"
"Rural.2839","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-06-01,84.7914352465717,"Rural"
"Rural.2840","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-07-01,84.8066771699872,"Rural"
"Rural.2841","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-08-01,83.4177720061437,"Rural"
"Rural.2842","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-09-01,85.1730438442307,"Rural"
"Rural.2843","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-10-01,84.052926868709,"Rural"
"Rural.2844","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-11-01,85.3580375252153,"Rural"
"Rural.2845","0","2","12","Miscellaneous goods and serices",420.998228925134,2010-12-01,85.1718507538739,"Rural"
"Rural.2846","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-01-01,86.4523353678438,"Rural"
"Rural.2847","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-02-01,87.9637047705037,"Rural"
"Rural.2848","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-03-01,87.7525101464788,"Rural"
"Rural.2849","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-04-01,88.9297058896884,"Rural"
"Rural.2850","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-05-01,89.2166288202505,"Rural"
"Rural.2851","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-06-01,92.3358518980589,"Rural"
"Rural.2852","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-07-01,91.3069567588575,"Rural"
"Rural.2853","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-08-01,92.2239380176074,"Rural"
"Rural.2854","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-09-01,92.068115115377,"Rural"
"Rural.2855","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-10-01,95.8516717442341,"Rural"
"Rural.2856","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-11-01,95.4745241765593,"Rural"
"Rural.2857","0","2","12","Miscellaneous goods and serices",420.998228925134,2011-12-01,94.785790745272,"Rural"
"Rural.2858","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-01-01,94.6073387665618,"Rural"
"Rural.2859","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-02-01,91.2505130142368,"Rural"
"Rural.2860","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-03-01,97.6732696216284,"Rural"
"Rural.2861","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-04-01,94.5117538957196,"Rural"
"Rural.2862","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-05-01,94.3999981403538,"Rural"
"Rural.2863","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-06-01,93.889569639238,"Rural"
"Rural.2864","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-07-01,94.8877725154746,"Rural"
"Rural.2865","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-08-01,94.5382877354868,"Rural"
"Rural.2866","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-09-01,94.5598544933956,"Rural"
"Rural.2867","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-10-01,93.7243080831929,"Rural"
"Rural.2868","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-11-01,94.2465602847458,"Rural"
"Rural.2869","0","2","12","Miscellaneous goods and serices",420.998228925134,2012-12-01,95.5372805430044,"Rural"
"Rural.2870","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-01-01,96.0402163519285,"Rural"
"Rural.2871","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-02-01,95.9922348789754,"Rural"
"Rural.2872","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-03-01,95.5029899846545,"Rural"
"Rural.2873","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-04-01,97.3042232001592,"Rural"
"Rural.2874","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-05-01,98.5518868641697,"Rural"
"Rural.2875","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-06-01,98.9512494524692,"Rural"
"Rural.2876","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-07-01,99.7536840379796,"Rural"
"Rural.2877","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-08-01,99.8794849764243,"Rural"
"Rural.2878","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-09-01,99.4551120020198,"Rural"
"Rural.2879","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-10-01,99.6861136919094,"Rural"
"Rural.2880","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-11-01,99.4684646835875,"Rural"
"Rural.2881","0","2","12","Miscellaneous goods and serices",420.998228925134,2013-12-01,99.5979005449467,"Rural"
"Rural.2882","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-01-01,100.013351764556,"Rural"
"Rural.2883","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-02-01,100,"Rural"
"Rural.2884","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-03-01,100.006190695101,"Rural"
"Rural.2885","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-04-01,100.189730595969,"Rural"
"Rural.2886","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-05-01,101.39188813048,"Rural"
"Rural.2887","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-06-01,100.695367509475,"Rural"
"Rural.2888","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-07-01,100.726296734402,"Rural"
"Rural.2889","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-08-01,100.605562210851,"Rural"
"Rural.2890","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-09-01,100.8288702069,"Rural"
"Rural.2891","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-10-01,101.408808663073,"Rural"
"Rural.2892","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-11-01,101.147327755937,"Rural"
"Rural.2893","0","2","12","Miscellaneous goods and serices",420.998228925134,2014-12-01,101.13628689688,"Rural"
"Rural.2894","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-01-01,100.505314724462,"Rural"
"Rural.2895","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-02-01,100.279317803739,"Rural"
"Rural.2896","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-03-01,100.973979099932,"Rural"
"Rural.2897","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-04-01,100.952220854183,"Rural"
"Rural.2898","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-05-01,101.212135648284,"Rural"
"Rural.2899","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-06-01,101.22257922282,"Rural"
"Rural.2900","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-07-01,101.048949494235,"Rural"
"Rural.2901","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-08-01,101.079640888143,"Rural"
"Rural.2902","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-09-01,102.218915712907,"Rural"
"Rural.2903","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-10-01,102.284831978984,"Rural"
"Rural.2904","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-11-01,102.435806158313,"Rural"
"Rural.2905","0","2","12","Miscellaneous goods and serices",420.998228925134,2015-12-01,102.745823501654,"Rural"
"Rural.2906","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-01-01,102.828350105084,"Rural"
"Rural.2907","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-02-01,103.054778218481,"Rural"
"Rural.2908","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-03-01,102.854661998559,"Rural"
"Rural.2909","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-04-01,103.002839034586,"Rural"
"Rural.2910","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-05-01,103.01198338399,"Rural"
"Rural.2911","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-06-01,102.976909222897,"Rural"
"Rural.2912","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-07-01,102.919548191087,"Rural"
"Rural.2913","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-08-01,103.046215772941,"Rural"
"Rural.2914","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-09-01,110.786195880617,"Rural"
"Rural.2915","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-10-01,107.793652331816,"Rural"
"Rural.2916","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-11-01,105.731222295683,"Rural"
"Rural.2917","0","2","12","Miscellaneous goods and serices",420.998228925134,2016-12-01,105.697559849674,"Rural"
"Rural.2918","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-01-01,106.104600211022,"Rural"
"Rural.2919","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-02-01,106.983511808921,"Rural"
"Rural.2920","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-03-01,106.523676335965,"Rural"
"Rural.2921","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-04-01,106.185397705039,"Rural"
"Rural.2922","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-05-01,106.434944204774,"Rural"
"Rural.2923","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-06-01,106.923167245764,"Rural"
"Rural.2924","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-07-01,102.679521583281,"Rural"
"Rural.2925","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-08-01,102.656999209871,"Rural"
"Rural.2926","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-09-01,102.71393399414,"Rural"
"Rural.2927","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-10-01,102.770729642772,"Rural"
"Rural.2928","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-11-01,102.894016483118,"Rural"
"Rural.2929","0","2","12","Miscellaneous goods and serices",420.998228925134,2017-12-01,103.116267166538,"Rural"
"Rural.2930","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-01-01,103.2907281042,"Rural"
"Rural.2931","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-02-01,103.070263808234,"Rural"
"Rural.2932","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-03-01,103.039368421902,"Rural"
"Rural.2933","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-04-10,103.069436310555,"Rural"
"Rural.2934","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-05-10,105.429617285241,"Rural"
"Rural.2935","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-06-10,105.558827437399,"Rural"
"Rural.2936","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-07-10,105.86913078447,"Rural"
"Rural.2937","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-08-10,106.242797687936,"Rural"
"Rural.2938","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-09-10,106.084575565269,"Rural"
"Rural.2939","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-10-10,106.146729629035,"Rural"
"Rural.2940","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-11-10,106.33021298618,"Rural"
"Rural.2941","0","2","12","Miscellaneous goods and serices",420.998228925134,2018-12-10,111.173545952284,"Rural"
"Rural.2942","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-01-10,106.679732615348,"Rural"
"Rural.2943","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-02-10,106.678261658254,"Rural"
"Rural.2944","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-03-10,107.549472461716,"Rural"
"Rural.2945","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-04-10,107.532161556515,"Rural"
"Rural.2946","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-05-10,107.822181631882,"Rural"
"Rural.2947","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-06-10,107.117400878078,"Rural"
"Rural.2948","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-07-10,107.323697656704,"Rural"
"Rural.2949","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-08-10,112.45830730367,"Rural"
"Rural.2950","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-09-10,112.4033741532,"Rural"
"Rural.2951","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-10-10,112.322467019622,"Rural"
"Rural.2952","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-11-10,112.932071162052,"Rural"
"Rural.2953","0","2","12","Miscellaneous goods and serices",420.998228925134,2019-12-10,112.865359418274,"Rural"
"Rural.2954","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-01-10,113.129556786872,"Rural"
"Rural.2955","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-02-10,113.365932754245,"Rural"
"Rural.2956","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-03-10,113.838429732682,"Rural"
"Rural.2957","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-04-10,114.098880656672,"Rural"
"Rural.2958","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-05-10,114.467685720995,"Rural"
"Rural.2959","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-06-10,114.878897988629,"Rural"
"Rural.2960","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-07-10,115.294556605349,"Rural"
"Rural.2961","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-08-10,115.686091445865,"Rural"
"Rural.2962","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-09-10,115.825560939139,"Rural"
"Rural.2963","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-10-10,116.365765920043,"Rural"
"Rural.2964","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-11-10,116.856520192833,"Rural"
"Rural.2965","0","2","12","Miscellaneous goods and serices",420.998228925134,2020-12-10,116.899345501555,"Rural"
"Rural.2966","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-01-10,117.15956327005,"Rural"
"Rural.2967","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-02-10,117.280074434309,"Rural"
"Rural.2968","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-03-10,117.49629576865,"Rural"
"Rural.2969","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-04-10,117.541377388436,"Rural"
"Rural.2970","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-05-10,117.656865257702,"Rural"
"Rural.2971","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-06-10,117.760718293755,"Rural"
"Rural.2972","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-07-10,117.693399349305,"Rural"
"Rural.2973","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-08-10,117.590082891102,"Rural"
"Rural.2974","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-09-10,117.6440100603,"Rural"
"Rural.2975","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-10-10,117.652121710234,"Rural"
"Rural.2976","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-11-10,117.808519797203,"Rural"
"Rural.2977","0","2","12","Miscellaneous goods and serices",420.998228925134,2021-12-10,117.961091107043,"Rural"
"Rural.2978","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-01-10,118.285323540947,"Rural"
"Rural.2979","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-02-10,119.1653833753,"Rural"
"Rural.2980","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-03-10,120.099094272108,"Rural"
"Rural.2981","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-04-10,121.186832847808,"Rural"
"Rural.2982","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-05-10,128.355408883999,"Rural"
"Rural.2983","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-06-10,130.072798213912,"Rural"
"Rural.2984","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-07-10,130.630403271678,"Rural"
"Rural.2985","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-08-10,134.719165199775,"Rural"
"Rural.2986","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-09-10,135.435874554165,"Rural"
"Rural.2987","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-10-10,136.50167167732,"Rural"
"Rural.2988","0","2","12","Miscellaneous goods and serices",420.998228925134,2022-11-10,136.752343217819,"Rural"
"Urban.1","0","1","00","GENERAL INDEX (CPI)",10000,2009-02-01,81.3872098968174,"Urban"
"Urban.2","0","1","00","GENERAL INDEX (CPI)",10000,2009-03-01,82.0682203235188,"Urban"
"Urban.3","0","1","00","GENERAL INDEX (CPI)",10000,2009-04-01,81.9349412716758,"Urban"
"Urban.4","0","1","00","GENERAL INDEX (CPI)",10000,2009-05-01,81.2133000659287,"Urban"
"Urban.5","0","1","00","GENERAL INDEX (CPI)",10000,2009-06-01,80.8382309456752,"Urban"
"Urban.6","0","1","00","GENERAL INDEX (CPI)",10000,2009-07-01,81.7350947763963,"Urban"
"Urban.7","0","1","00","GENERAL INDEX (CPI)",10000,2009-08-01,82.6401173131751,"Urban"
"Urban.8","0","1","00","GENERAL INDEX (CPI)",10000,2009-09-01,84.0598813712948,"Urban"
"Urban.9","0","1","00","GENERAL INDEX (CPI)",10000,2009-10-01,84.7537275881173,"Urban"
"Urban.10","0","1","00","GENERAL INDEX (CPI)",10000,2009-11-01,85.3290143502565,"Urban"
"Urban.11","0","1","00","GENERAL INDEX (CPI)",10000,2009-12-01,84.370168260988,"Urban"
"Urban.12","0","1","00","GENERAL INDEX (CPI)",10000,2010-01-01,83.7704408078707,"Urban"
"Urban.13","0","1","00","GENERAL INDEX (CPI)",10000,2010-02-01,83.3930519433703,"Urban"
"Urban.14","0","1","00","GENERAL INDEX (CPI)",10000,2010-03-01,83.719980559458,"Urban"
"Urban.15","0","1","00","GENERAL INDEX (CPI)",10000,2010-04-01,84.1836896239959,"Urban"
"Urban.16","0","1","00","GENERAL INDEX (CPI)",10000,2010-05-01,84.6361490717438,"Urban"
"Urban.17","0","1","00","GENERAL INDEX (CPI)",10000,2010-06-01,84.905299618583,"Urban"
"Urban.18","0","1","00","GENERAL INDEX (CPI)",10000,2010-07-01,84.197510082414,"Urban"
"Urban.19","0","1","00","GENERAL INDEX (CPI)",10000,2010-08-01,84.259242763742,"Urban"
"Urban.20","0","1","00","GENERAL INDEX (CPI)",10000,2010-09-01,85.2935881766819,"Urban"
"Urban.21","0","1","00","GENERAL INDEX (CPI)",10000,2010-10-01,84.8952702438065,"Urban"
"Urban.22","0","1","00","GENERAL INDEX (CPI)",10000,2010-11-01,85.486086297418,"Urban"
"Urban.23","0","1","00","GENERAL INDEX (CPI)",10000,2010-12-01,84.5614782070919,"Urban"
"Urban.24","0","1","00","GENERAL INDEX (CPI)",10000,2011-01-01,84.6814779572378,"Urban"
"Urban.25","0","1","00","GENERAL INDEX (CPI)",10000,2011-02-01,85.5294348357358,"Urban"
"Urban.26","0","1","00","GENERAL INDEX (CPI)",10000,2011-03-01,87.158972503119,"Urban"
"Urban.27","0","1","00","GENERAL INDEX (CPI)",10000,2011-04-01,88.3767834923438,"Urban"
"Urban.28","0","1","00","GENERAL INDEX (CPI)",10000,2011-05-01,88.4814056997811,"Urban"
"Urban.29","0","1","00","GENERAL INDEX (CPI)",10000,2011-06-01,89.8466717176044,"Urban"
"Urban.30","0","1","00","GENERAL INDEX (CPI)",10000,2011-07-01,90.2080172107832,"Urban"
"Urban.31","0","1","00","GENERAL INDEX (CPI)",10000,2011-08-01,90.5973174431698,"Urban"
"Urban.32","0","1","00","GENERAL INDEX (CPI)",10000,2011-09-01,90.9549792635002,"Urban"
"Urban.33","0","1","00","GENERAL INDEX (CPI)",10000,2011-10-01,91.485685895379,"Urban"
"Urban.34","0","1","00","GENERAL INDEX (CPI)",10000,2011-11-01,91.800495992194,"Urban"
"Urban.35","0","1","00","GENERAL INDEX (CPI)",10000,2011-12-01,91.6101333406945,"Urban"
"Urban.36","0","1","00","GENERAL INDEX (CPI)",10000,2012-01-01,91.293737306371,"Urban"
"Urban.37","0","1","00","GENERAL INDEX (CPI)",10000,2012-02-01,92.2468426552868,"Urban"
"Urban.38","0","1","00","GENERAL INDEX (CPI)",10000,2012-03-01,94.2847010481509,"Urban"
"Urban.39","0","1","00","GENERAL INDEX (CPI)",10000,2012-04-01,94.514838102822,"Urban"
"Urban.40","0","1","00","GENERAL INDEX (CPI)",10000,2012-05-01,95.8427817025783,"Urban"
"Urban.41","0","1","00","GENERAL INDEX (CPI)",10000,2012-06-01,95.1640695770587,"Urban"
"Urban.42","0","1","00","GENERAL INDEX (CPI)",10000,2012-07-01,95.2294053421741,"Urban"
"Urban.43","0","1","00","GENERAL INDEX (CPI)",10000,2012-08-01,95.8608477210918,"Urban"
"Urban.44","0","1","00","GENERAL INDEX (CPI)",10000,2012-09-01,96.0734998082089,"Urban"
"Urban.45","0","1","00","GENERAL INDEX (CPI)",10000,2012-10-01,96.386085046004,"Urban"
"Urban.46","0","1","00","GENERAL INDEX (CPI)",10000,2012-11-01,95.9761196660146,"Urban"
"Urban.47","0","1","00","GENERAL INDEX (CPI)",10000,2012-12-01,95.1687433575743,"Urban"
"Urban.48","0","1","00","GENERAL INDEX (CPI)",10000,2013-01-01,96.4742186666679,"Urban"
"Urban.49","0","1","00","GENERAL INDEX (CPI)",10000,2013-02-01,96.6663978620881,"Urban"
"Urban.50","0","1","00","GENERAL INDEX (CPI)",10000,2013-03-01,97.3468539446103,"Urban"
"Urban.51","0","1","00","GENERAL INDEX (CPI)",10000,2013-04-01,98.6490026222484,"Urban"
"Urban.52","0","1","00","GENERAL INDEX (CPI)",10000,2013-05-01,98.6958959595037,"Urban"
"Urban.53","0","1","00","GENERAL INDEX (CPI)",10000,2013-06-01,98.6697501368638,"Urban"
"Urban.54","0","1","00","GENERAL INDEX (CPI)",10000,2013-07-01,98.5822077908308,"Urban"
"Urban.55","0","1","00","GENERAL INDEX (CPI)",10000,2013-08-01,99.7366270861685,"Urban"
"Urban.56","0","1","00","GENERAL INDEX (CPI)",10000,2013-09-01,100.968859788834,"Urban"
"Urban.57","0","1","00","GENERAL INDEX (CPI)",10000,2013-10-01,101.300736042139,"Urban"
"Urban.58","0","1","00","GENERAL INDEX (CPI)",10000,2013-11-01,100.368798833554,"Urban"
"Urban.59","0","1","00","GENERAL INDEX (CPI)",10000,2013-12-01,98.638034408269,"Urban"
"Urban.60","0","1","00","GENERAL INDEX (CPI)",10000,2014-01-01,98.820273048297,"Urban"
"Urban.61","0","1","00","GENERAL INDEX (CPI)",10000,2014-02-01,100,"Urban"
"Urban.62","0","1","00","GENERAL INDEX (CPI)",10000,2014-03-01,100.681091448544,"Urban"
"Urban.63","0","1","00","GENERAL INDEX (CPI)",10000,2014-04-01,101.330540864638,"Urban"
"Urban.64","0","1","00","GENERAL INDEX (CPI)",10000,2014-05-01,100.605244206629,"Urban"
"Urban.65","0","1","00","GENERAL INDEX (CPI)",10000,2014-06-01,100.097604355144,"Urban"
"Urban.66","0","1","00","GENERAL INDEX (CPI)",10000,2014-07-01,100.417650085125,"Urban"
"Urban.67","0","1","00","GENERAL INDEX (CPI)",10000,2014-08-02,100.619698710163,"Urban"
"Urban.68","0","1","00","GENERAL INDEX (CPI)",10000,2014-09-03,101.141229412397,"Urban"
"Urban.69","0","1","00","GENERAL INDEX (CPI)",10000,2014-10-05,101.783469763731,"Urban"
"Urban.70","0","1","00","GENERAL INDEX (CPI)",10000,2014-11-06,101.038470622265,"Urban"
"Urban.71","0","1","00","GENERAL INDEX (CPI)",10000,2014-12-08,100.723278923818,"Urban"
"Urban.72","0","1","00","GENERAL INDEX (CPI)",10000,2015-01-09,100.251009947663,"Urban"
"Urban.73","0","1","00","GENERAL INDEX (CPI)",10000,2015-02-10,100.706486278866,"Urban"
"Urban.74","0","1","00","GENERAL INDEX (CPI)",10000,2015-03-14,101.497454109682,"Urban"
"Urban.75","0","1","00","GENERAL INDEX (CPI)",10000,2015-04-15,102.271125419639,"Urban"
"Urban.76","0","1","00","GENERAL INDEX (CPI)",10000,2015-05-17,102.862629130033,"Urban"
"Urban.77","0","1","00","GENERAL INDEX (CPI)",10000,2015-06-18,102.852749599868,"Urban"
"Urban.78","0","1","00","GENERAL INDEX (CPI)",10000,2015-07-20,102.715310402197,"Urban"
"Urban.79","0","1","00","GENERAL INDEX (CPI)",10000,2015-08-21,103.686211346675,"Urban"
"Urban.80","0","1","00","GENERAL INDEX (CPI)",10000,2015-09-22,104.838561745863,"Urban"
"Urban.81","0","1","00","GENERAL INDEX (CPI)",10000,2015-10-24,104.692221326886,"Urban"
"Urban.82","0","1","00","GENERAL INDEX (CPI)",10000,2015-11-25,105.86621230516,"Urban"
"Urban.83","0","1","00","GENERAL INDEX (CPI)",10000,2015-12-27,105.287063923946,"Urban"
"Urban.84","0","1","00","GENERAL INDEX (CPI)",10000,2016-01-28,104.72586138238,"Urban"
"Urban.85","0","1","00","GENERAL INDEX (CPI)",10000,2016-02-29,105.186942329644,"Urban"
"Urban.86","0","1","00","GENERAL INDEX (CPI)",10000,2016-03-29,106.173286541077,"Urban"
"Urban.87","0","1","00","GENERAL INDEX (CPI)",10000,2016-04-29,107.031396043504,"Urban"
"Urban.88","0","1","00","GENERAL INDEX (CPI)",10000,2016-05-29,107.566307947169,"Urban"
"Urban.89","0","1","00","GENERAL INDEX (CPI)",10000,2016-06-29,108.553182367819,"Urban"
"Urban.90","0","1","00","GENERAL INDEX (CPI)",10000,2016-07-29,109.789325699782,"Urban"
"Urban.91","0","1","00","GENERAL INDEX (CPI)",10000,2016-08-29,110.350272403473,"Urban"
"Urban.92","0","1","00","GENERAL INDEX (CPI)",10000,2016-09-29,110.949900888617,"Urban"
"Urban.93","0","1","00","GENERAL INDEX (CPI)",10000,2016-10-29,112.455741494465,"Urban"
"Urban.94","0","1","00","GENERAL INDEX (CPI)",10000,2016-11-29,112.618543062564,"Urban"
"Urban.95","0","1","00","GENERAL INDEX (CPI)",10000,2016-12-29,112.955687523515,"Urban"
"Urban.96","0","1","00","GENERAL INDEX (CPI)",10000,2017-01-29,112.475171773766,"Urban"
"Urban.97","0","1","00","GENERAL INDEX (CPI)",10000,2017-02-28,113.702618075802,"Urban"
"Urban.98","0","1","00","GENERAL INDEX (CPI)",10000,2017-03-30,114.38172520449,"Urban"
"Urban.99","0","1","00","GENERAL INDEX (CPI)",10000,2017-04-29,114.800187480069,"Urban"
"Urban.100","0","1","00","GENERAL INDEX (CPI)",10000,2017-05-29,114.595732525382,"Urban"
"Urban.101","0","1","00","GENERAL INDEX (CPI)",10000,2017-06-29,113.728149428957,"Urban"
"Urban.102","0","1","00","GENERAL INDEX (CPI)",10000,2017-07-29,113.607978186755,"Urban"
"Urban.103","0","1","00","GENERAL INDEX (CPI)",10000,2017-08-29,113.884277819822,"Urban"
"Urban.104","0","1","00","GENERAL INDEX (CPI)",10000,2017-09-29,115.119953546231,"Urban"
"Urban.105","0","1","00","GENERAL INDEX (CPI)",10000,2017-10-29,116.508780775612,"Urban"
"Urban.106","0","1","00","GENERAL INDEX (CPI)",10000,2017-11-29,115.126889779526,"Urban"
