"","Province","U_R","COICOP","Products","Weights","Date","Index","Source"
"All Rwanda.755","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2016-08-01,104.107053664748,"All Rwanda"
"All Rwanda.756","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2016-09-01,104.224594909012,"All Rwanda"
"All Rwanda.757","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2016-10-01,106.423264581412,"All Rwanda"
"All Rwanda.758","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2016-11-01,105.781284142609,"All Rwanda"
"All Rwanda.759","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2016-12-01,106.64571618806,"All Rwanda"
"All Rwanda.760","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-01-01,108.221488082957,"All Rwanda"
"All Rwanda.761","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-02-01,109.401997434227,"All Rwanda"
"All Rwanda.762","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-03-01,108.626813390749,"All Rwanda"
"All Rwanda.763","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-04-01,109.342315829619,"All Rwanda"
"All Rwanda.764","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-05-01,109.21901853083,"All Rwanda"
"All Rwanda.765","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-06-01,109.95110216032,"All Rwanda"
"All Rwanda.766","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-07-01,110.42996907841,"All Rwanda"
"All Rwanda.767","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-08-01,110.245040927201,"All Rwanda"
"All Rwanda.768","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-09-01,110.816148625941,"All Rwanda"
"All Rwanda.769","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-10-01,113.853580544602,"All Rwanda"
"All Rwanda.770","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-11-01,115.902314954575,"All Rwanda"
"All Rwanda.771","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2017-12-01,114.577953033056,"All Rwanda"
"All Rwanda.772","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-01-01,114.580236124541,"All Rwanda"
"All Rwanda.773","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-02-01,116.057055945969,"All Rwanda"
"All Rwanda.774","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-03-01,115.414685466041,"All Rwanda"
"All Rwanda.775","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-04-10,114.903886200325,"All Rwanda"
"All Rwanda.776","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-05-10,115.855025390875,"All Rwanda"
"All Rwanda.777","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-06-10,115.072542597561,"All Rwanda"
"All Rwanda.778","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-07-10,115.639686819054,"All Rwanda"
"All Rwanda.779","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-08-10,117.33259999261,"All Rwanda"
"All Rwanda.780","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-09-10,117.353654363927,"All Rwanda"
"All Rwanda.781","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-10-10,117.449501375419,"All Rwanda"
"All Rwanda.782","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-11-10,117.432692142317,"All Rwanda"
"All Rwanda.783","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2018-12-10,117.954693342303,"All Rwanda"
"All Rwanda.784","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-01-10,117.291110120122,"All Rwanda"
"All Rwanda.785","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-02-10,118.034886722008,"All Rwanda"
"All Rwanda.786","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-03-10,119.532325069393,"All Rwanda"
"All Rwanda.787","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-04-10,122.029431274589,"All Rwanda"
"All Rwanda.788","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-05-10,122.862387768833,"All Rwanda"
"All Rwanda.789","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-06-10,123.309960994102,"All Rwanda"
"All Rwanda.790","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-07-10,123.15794648341,"All Rwanda"
"All Rwanda.791","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-08-10,123.123291583194,"All Rwanda"
"All Rwanda.792","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-09-10,123.085899268723,"All Rwanda"
"All Rwanda.793","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-10-10,121.886403024869,"All Rwanda"
"All Rwanda.794","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-11-10,121.689800674599,"All Rwanda"
"All Rwanda.795","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2019-12-10,122.507109206639,"All Rwanda"
"All Rwanda.796","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-01-10,122.964155064903,"All Rwanda"
"All Rwanda.797","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-02-10,122.289412945346,"All Rwanda"
"All Rwanda.798","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-03-10,122.445759739726,"All Rwanda"
"All Rwanda.799","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-04-10,122.11135314007,"All Rwanda"
"All Rwanda.800","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-05-10,123.899981079679,"All Rwanda"
"All Rwanda.801","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-06-10,123.831029356112,"All Rwanda"
"All Rwanda.802","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-07-10,124.486815731932,"All Rwanda"
"All Rwanda.803","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-08-10,126.214260649239,"All Rwanda"
"All Rwanda.804","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-09-10,126.432358383314,"All Rwanda"
"All Rwanda.805","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-10-10,128.867921363654,"All Rwanda"
"All Rwanda.806","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-11-10,130.587743602464,"All Rwanda"
"All Rwanda.807","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2020-12-10,132.763399937326,"All Rwanda"
"All Rwanda.808","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-01-10,130.222134378028,"All Rwanda"
"All Rwanda.809","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-02-10,129.011923879363,"All Rwanda"
"All Rwanda.810","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-03-10,128.783373805524,"All Rwanda"
"All Rwanda.811","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-04-10,128.509936953779,"All Rwanda"
"All Rwanda.812","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-05-10,128.468976137,"All Rwanda"
"All Rwanda.813","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-06-10,128.536848932495,"All Rwanda"
"All Rwanda.814","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-07-10,127.344235508723,"All Rwanda"
"All Rwanda.815","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-08-10,128.387926305416,"All Rwanda"
"All Rwanda.816","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-09-10,132.408437917038,"All Rwanda"
"All Rwanda.817","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-10-10,142.11482254573,"All Rwanda"
"All Rwanda.818","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-11-10,143.276185899802,"All Rwanda"
"All Rwanda.819","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2021-12-10,136.60203180333,"All Rwanda"
"All Rwanda.820","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-01-10,137.365272340193,"All Rwanda"
"All Rwanda.821","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-02-10,136.442702662094,"All Rwanda"
"All Rwanda.822","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-03-10,136.226516252012,"All Rwanda"
"All Rwanda.823","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-04-10,137.199029182758,"All Rwanda"
"All Rwanda.824","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-05-10,139.079849913225,"All Rwanda"
"All Rwanda.825","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-06-10,145.011874213102,"All Rwanda"
"All Rwanda.826","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-07-10,150.094723067744,"All Rwanda"
"All Rwanda.827","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-08-10,153.738368899551,"All Rwanda"
"All Rwanda.828","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-09-10,176.11333809244,"All Rwanda"
"All Rwanda.829","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-10-10,180.498642809575,"All Rwanda"
"All Rwanda.830","0","0","01.1.4","Milk, cheese and eggs",112.97526668096,2022-11-10,180.178400541661,"All Rwanda"
"All Rwanda.831","0","0","01.1.7","Vegetables",1842.85704865703,2009-02-01,66.3267239443979,"All Rwanda"
"All Rwanda.832","0","0","01.1.7","Vegetables",1842.85704865703,2009-03-01,73.0058478751708,"All Rwanda"
"All Rwanda.833","0","0","01.1.7","Vegetables",1842.85704865703,2009-04-01,73.5493148017204,"All Rwanda"
"All Rwanda.834","0","0","01.1.7","Vegetables",1842.85704865703,2009-05-01,73.1312382270718,"All Rwanda"
